SMILES of Virtual Hit Molecule;Enamine ID;Rank
Fc1cc2C(=O)C=C(C(=O)N3[C@@H]4[C@H](C5(C3)CCC5)COC4)Oc2cc1;Z3092267539;63
O=C(OC)[C@@H]1[C@@H](NC(=O)C=2Oc3c(C(=O)C=2)cccc3)[C@H]2[C@@H]1CCC2;Z3909299281;63
Fc1cc2C(=O)C=C(C(=O)N3C(C(C(=O)OC)(C)C)CCC3)Oc2cc1;Z3762680854;63
O=C(OC)C1(CCOC)CN(C(=O)C=2Oc3c(c(OC)ccc3)C(=O)C=2)CC1;Z3917112312;63
O=C(NC1CCN(CC2OCCC2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3189747348;63
O=C(Nc1cc2C(=O)C=COc2cc1)N1C(c2ccc(OC)cc2)CC(C)C1;Z3176687392;63
Fc1cc2OC(C(=O)N(C(CO)C3CCC3)Cc3ccccc3)=CC(=O)c2cc1;Z2457385495;64
O=C(COC(=O)c1cc2OC=CC(=O)c2cc1)N1CCC(CCc2ccccc2)CC1;Z1996437014;64
O=C(NC(c1ccc(OC)cc1)C1CC1)CNc1cc2C(=O)C=COc2cc1;Z3341100487;64
O=C(OC)CC(CNC(=O)C1=C(C)C(=O)c2c(O1)cccc2)C1CC1;Z3203325676;64
O=C(O)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)CCC(C)(C)C;Z3523347127;65
Fc1cc2OC(C(=O)N3CC(C4N(C(OC(C)(C)C)=O)CCC4)CCC3)=CC(=O)c2cc1;Z2069207372;65
O=C(N1CC2(c3c(cccc3)CCC2)CCC1)c1cc2OC=CC(=O)c2cc1;Z1997073523;65
Clc1cc2OC(C(=O)N3[C@@H](CN(C)C)C[C@@H](O)C3)=CC(=O)c2cc1;Z4026849870;65
O=C(Nc1cc2C(=O)C=COc2cc1)[C@@]12[C@@H](NC(=O)C1)CCCC2;Z3090983384;65
Clc1cc2C(=O)C=C(C(=O)N3CC(C(=O)OC)(C4CCC4)CC3)Oc2cc1;Z3707925228;65
Clc1cc2C(=O)C=C(C(=O)N3C[C@H](C(C)(C)C)C[C@H](CO)C3)Oc2cc1;Z3638926583;65
O=C(NCC(CO)CC1CCOCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3198318907;65
Clc1cc2C(=O)C=C(C(=O)NC(CCN3CCCCCC3)(C)C)Oc2cc1;Z1726309703;65
FC(F)Oc1c(OC)cc(C2(CNC(=O)C=3Oc4c(C(=O)C=3)cc(F)cc4)CCCC2)cc1;Z227044816;65
O=C(OC(C)(C)C)NC1C2(CN(C(=O)C=3Oc4c(C(=O)C=3)cccc4)C1)CCC2;Z3054950285;65
O=C(N1CC2(C3(NC(=O)O2)CCC3)C1)c1cc2OC=CC(=O)c2cc1;Z3602749222;65
O=C(N1CC2(OC(=O)NC2)CCC1)c1cc2OC=CC(=O)c2cc1;Z1997511810;65
O=C(N1CC(NC(=O)C=2Oc3c(C(=O)C=2)cccc3)(C)C1)[C@H]1OCCC1;m_275592____15865080____14135622____13186690;65
O=C(NCCC1(O)C2CC(C1)CC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3201192963;66
Clc1cc2C(=O)C=C(C(=O)N3C4(C5N(CC3)CCC5)CC(N)C4)Oc2cc1;Z3040124420;66
O=C(CNc1cc2C(=O)C=COc2cc1)N1C2C(CCC1)CCCC2;Z3341100133;66
O=C(NC1C2CC3(OC)CC1CC(C3)C2)c1cc2OC=CC(=O)c2cc1;Z2001780106;66
Fc1cc2OC(C(=O)NC(C)C3CN(C4CCC4)CCC3)=CC(=O)c2cc1;Z2073873770;66
Brc1cc2OC(C(=O)N3C(CCCO)(C)CCC3)=CC(=O)c2cc1;Z3845705827;66
Fc1cc2OC(C(=O)N3C(c4ccc(OC)cc4)CC(C)C3)=CC(=O)c2cc1;Z2073003087;66
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)CCNC(=O)C1OCCC1)cc2;Z3088532856;66
O(C(C)(C)C)C(=O)N1C2(C(NC(=O)C3=C(C)C(=O)c4c(O3)cccc4)CC1)CC2;Z3892974088;66
Clc1cc2C(=O)C=C(C(=O)N3[C@@H]4[C@H](CO)C[C@H]3CC4)Oc2cc1;Z3633655835;67
Clc1cc2OC(C(=O)NCC3(C(=O)OC)OCCC3)=CC(=O)c2cc1;Z3708151466;67
Brc1cc2OC(C(=O)NC(CO)CC3OCCC3)=CC(=O)c2cc1;Z3987471174;67
Clc1cc2C(=O)C=C(C(=O)N[C@@]34[C@@](OC)(OCC3)CCC4)Oc2cc1;Z2931680265;67
O=C(N[C@H]1C2([C@H](N3CCOCC3)C1)CCC2)Nc1cc2C(=O)C=COc2cc1;Z3176690349;67
O=C(NC1(C2COCCC2)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992781190;67
O=C(N1CC2(C(=O)OC)C(C1)C2)c1cc2OC=CC(=O)c2cc1;Z3624529154;67
Fc1cc2OC(C(=O)N[C@@H](CC(C)C)CN3CCCC3)=CC(=O)c2cc1;Z2282941343;67
Clc1cc2OC(C(=O)NC(C(OC)(C)C3CC3)C)=CC(=O)c2cc1;Z2372347236;67
O=C(NC1(CO)CSCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;s_22____15147348____16808382;67
O=C(NC1C(C)(C)N(C(=O)C2CC2)CC1)C=1Oc2c(C(=O)C=1)cccc2;m_275592____15865698____14135622____13186210;67
O=C(N1C2(CC(N)C1)CCOCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3385167646;68
O=C(Nc1cc2C(=O)C=COc2cc1)N1[C@H]2[C@H](CN(C(=O)C)CC2)CC1;Z4012483423;68
O=C(Nc1cc2C(=O)C=COc2cc1)N1[C@H]2[C@@H]3OC(C)(C)O[C@@H]3[C@@H](C1)C2;Z4012483516;68
O=C(N1[C@@H](COCc2ccccc2)CCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3893055242;68
Fc1cc2OC(C(=O)N3c4c(ccc(OC)c4)CCCC3)=CC(=O)c2cc1;Z2072636284;69
O=C(N(C(CCNC(=O)C1(O)CC1)C)C)C=1Oc2c(C(=O)C=1)cccc2;m_275592____15865666____15841140____14129018;69
O=C(Nc1cc2C(=O)C=COc2cc1)C1C2(CC(=O)NC1)COCC2;Z3860419450;69
Clc1cc2C(=O)C=C(C(=O)N(C(C)C3CC3)c3ccc(OC)cc3)Oc2cc1;Z970921294;69
O=C(N[C@@H]1c2c(ccc(OC)c2)CCC1)c1cc2OC=CC(=O)c2cc1;Z1994444971;69
O=C(NC(CCN1CCN(C)CC1)(C)C)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3991006217;69
O=C(N)CC1CC2C(CN(C(=O)C3=C(C)C(=O)c4c(O3)cccc4)CC2)CC1;Z3907269012;70
O=C(NCCC1(O)CN(C(=O)C=2Oc3c(C(=O)C=2)cccc3)C1)CO;m_275592____15865156____15841508____14129018;70
O=C(NC1CC2(NCC1)CCCCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3134355992;70
Fc1cc2OC(C(=O)NC3C4(C(=O)OC)C(C4)CC3)=CC(=O)c2cc1;Z4027646108;70
Fc1cc2C(=O)C=C(C(=O)NC3C4(C(=O)OC)CC(C3)CC4)Oc2cc1;Z3761566379;70
Fc1cc2OC(C(=O)NC3C4CC(C(=O)OC)CC3COC4)=CC(=O)c2cc1;Z4087613549;70
Fc1cc2C(=O)C=C(C(=O)NC3(C)C(C(=O)OC)CCCC3)Oc2cc1;Z1580144559;70
Brc1cc2C(=O)C=C(C(=O)N3[C@@H]4C(C)(C)[C@@H](O)[C@@H]4CC3)Oc2cc1;Z4112774287;70
O=C(NC1CC2(CN(C(=O)C=3Oc4c(C(=O)C=3)cccc4)CCC2)C1)C;m_275592____15865562____13186878____14129018;70
O=C(NC(CO)(Cc1c(OC)cccc1)C)C1=C(C)C(=O)c2c(O1)cccc2;Z3203758117;70
O=C(OC)C(NC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)(C)C1CC1;s_22____5137210____16808382;70
O=C(NCC(C(CO)(C)C)c1ccccc1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3990845290;70
O=C1C(C)=C(c2ccccc2)Oc2c(-c3onc(C4CN(CC5CCOCC5)C(=O)CC4)n3)cccc12;Z2651748074;70
O=C(N1C2(CC(=O)C1)CNC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888767260;70
O=C(N(C(C)C1CC1)C1CC1)COC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3865416662;70
Clc1cc2OC(C(=O)NCC(CO)CC3CCOCC3)=CC(=O)c2cc1;Z2373267259;71
O=C(Nc1cc(CN2CC(O)CC2)ccc1)c1cc2OC=CC(=O)c2cc1;Z2207169759;71
Fc1cc2OC(C(=O)Nc3cc(CN4CC(C(=O)N)CCC4)ccc3)=CC(=O)c2cc1;Z2069882610;71
O=C(NC1CN(C(=O)C2C(CC)(C)C2)C1)C=1Oc2c(C(=O)C=1)cccc2;m_275592____17554698____14137890____14129018;71
O=C(N)C(CC)N1C[C@H]2C(NC(=O)C=3Oc4c(C(=O)C=3)cccc4)[C@H]2C1;m_275030____14113862____14122416____14146980;71
O=C(CC)N1C(CNC(=O)C=2Oc3c(C(=O)C=2)cccc3)CC2(C1)CC2;m_275592____15865758____14135622____13186202;71
O=C(Nc1cc2C(=O)C=COc2cc1)N1C2(C(O)C)CCC1CC2;Z3599057701;71
O=C(OC)C[C@H]1C(C)(C)[C@@H](NC(=O)C2=C(C)C(=O)c3c(O2)cccc3)C1;Z3612351752;71
O=C(NCC1CN(CC2CC2)CCC1)Nc1cc2C(=O)C=COc2cc1;Z3176690424;71
Fc1cc2C(=O)C=C(C(=O)N3C(C(=O)OCC)(Cc4ccccc4)CCC3)Oc2cc1;Z1848666065;72
Brc1cc2OC(C(=O)N3C[C@H]4N(C[C@H](O)C4)CC3)=CC(=O)c2cc1;Z3985924283;72
Fc1cc2C(=O)C=C(C(=O)NCCC3(COC)CCCC3)Oc2cc1;Z3093211398;72
Clc1cc2C(=O)C=C(C(=O)OC3CC4(C(=O)NC3)CCOCC4)Oc2cc1;Z2875478597;72
O=C(N1C(C(=O)OC)C(C)(C)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3612284490;72
O=C(N1CC(C23NCCC2CC3)CCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3138225322;73
O=C(NC(C(=O)O)C1(OC)CCC1)Nc1cc2C(=O)C=COc2cc1;m_272330____13770678____14729624;73
O=C(N1CC2C3NCC(C2C1)CC3)C=1Oc2c(C(=O)C=1)cccc2;Z2706373346;73
FC(F)(F)[C@@H]1[C@@H](NC(=O)C2=C(C)C(=O)c3c(O2)cccc3)[C@@H]2O[C@H]1CC2;Z4094484138;73
O=C(NCC1C2N(C(=O)C=3Oc4c(C(=O)C=3)cccc4)C(C1)CC2)CC;m_275592____15865586____13186874____14129018;73
Fc1cc2OC(C(=O)N3CCC([C@H]4[C@H](C(=O)OC)C4)CC3)=CC(=O)c2cc1;Z3596866430;73
O=C(NCC1(OC(C)C)COCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992717705;73
O=C(NC1C2(C(OC)C1C)CCC2)c1cc2OC=CC(=O)c2cc1;Z1994508914;73
FC1(F)CN(C(=O)c2cc3OC=CC(=O)c3cc2)C(C(=O)OC)(C)C1;Z3627631999;73
O=C(NC1C2C(CN(C(=O)C=3Oc4c(C(=O)C=3)cccc4)C2)CC1)CC;m_275592____14114742____14135622____13186202;73
O=C(N1C(C(=O)OC)CC(C)(C)C1)c1cc2OC=CC(=O)c2cc1;Z3614686566;73
Fc1cc2OC(C(=O)N3CC4(C3)CC(CC(=O)OC)C4)=CC(=O)c2cc1;Z3907988128;73
O=C(NCC1CC2(CC(OC)C2)C1)c1cc2OC=CC(=O)c2cc1;Z3640554473;73
O=C(N1C2CN(C(COC)C)C(C1)CC2)C=1Oc2c(C(=O)C=1)cccc2;m_275030____14114266____14122416____14147338;73
FC1(F)[C@H](C(=O)OC)[C@@H]1CNC(=O)C1=C(C)C(=O)c2c(O1)cccc2;Z3204350102;73
Clc1cc2OC(C(=O)N[C@@]34[C@@H](NC(=O)C3)CCCC4)=CC(=O)c2cc1;Z2966656777;74
O=C(NC1CCN(C(=O)c2cc3OC=CC(=O)c3cc2)CC1)CC1CCCCC1;Z1994242215;74
Clc1cc2C(=O)C=C(C(=O)N3CCC(C(O)c4ccc(OCC)cc4)CC3)Oc2cc1;Z2187728254;74
Fc1cc2OC(C(=O)N3C(CO)CC4(C3)CCSCC4)=CC(=O)c2cc1;Z3909846634;74
Fc1cc2OC(C(=O)OCC(=O)NC(C(=O)N3CCCCC3)C)=CC(=O)c2cc1;Z2081184607;74
O=C(NCC12CN(CCC1)CCC2)c1cc2OC=CC(=O)c2cc1;Z3203575984;74
O=C(NC(CCCC(C)C)C)COc1cc2C(=O)C=C(C)Oc2cc1;s_34____14165858____6579578;74
O=C(OC)c1sc(C2CN(C(=O)c3cc4OC=CC(=O)c4cc3)CCC2)nc1;Z2649934588;74
O=C(NCC(N(C(=O)C=1Oc2c(C(=O)C=1)cccc2)C)C1CC1)CCC;m_275592____14115184____14135622____13186232;74
Clc1cc2C(=O)C=C(C(=O)NC34C5(OC(CO)(C3)C4)COC5)Oc2cc1;Z3651677446;75
Fc1cc2C(=O)C=C(C(=O)N3CC4(CN(C(OC(C)(C)C)=O)CCC4)CC3)Oc2cc1;Z2017904464;75
O=C(N1[C@@H]2[C@H](CN)C[C@H]1CC2)c1c2OC(c3ccccc3)=C(C)C(=O)c2ccc1;Z3830693034;75
O=C(N1[C@@H]2[C@H]([C@H](OC)C1)COC2)c1cc2OC=CC(=O)c2cc1;Z3633638351;75
O=C(N1C(C)(C)CC(OC)CC1)C=1Oc2c(C(=O)C=1)cccc2;Z4089886890;75
O=C(N1CCC2(NC(=O)OC2)CC1)c1cc2OC=CC(=O)c2cc1;Z1994526340;75
O=C(Nc1cc2C(=O)C=COc2cc1)C1c2c(O)cccc2CC1;m_22____13770658____10465922;75
FC(F)(F)C1CC(O)(CNC(=O)Nc2cc3C(=O)C=COc3cc2)CCC1;Z3176688412;76
Clc1cc2OC(C(=O)N3CC(C)(C)C[C@@H]4OCC[C@@H]4C3)=CC(=O)c2cc1;Z3613159386;76
Brc1cc2OC(C(=O)NCC[C@H]3[C@H](O)COC3)=CC(=O)c2cc1;Z3907070040;76
O=C(OC)C1(NC(=O)C=2Oc3c(C(=O)C=2)cccc3)CC(C(=O)OC)C1;s_22____14725400____59029;76
O=C(NC1(CCO)CCN(C)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3195338183;76
FC1C(C(=O)N2C[C@H]3C(NC(=O)C=4Oc5c(C(=O)C=4)cccc5)[C@H]3C2)C1;m_275592____14114740____14135622____15857454;76
O=C(N(CC1C(O)CCCC1)C)c1cc2OC=CC(=O)c2cc1;Z1997338967;77
Fc1cc2C(=O)C=C(C(=O)N3C[C@H]4[C@@H](C(C)(C)CC3)OCC4)Oc2cc1;Z3749115213;77
O=C(N1C2CC(Cc3ccccc3)CC1CC2)c1cc2OC=CC(=O)c2cc1;Z2090493238;77
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)CC1N(C(=O)C)CCCC1)cc2;Z3088532638;77
Clc1cc2OC(C(=O)N(C)C3c4c(cc(OC)cc4)CCC3)=CC(=O)c2cc1;Z2372135834;77
Clc1cc2C(=O)C=C(C(=O)NC3C(C)(C)C(CC(=O)OC)C3)Oc2cc1;Z3608918688;77
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)CCC1CNC(=O)CC1)cc2;Z3582994634;77
O=C(N1C(CO)CC(CO)C1)C=1Oc2c(C(=O)C=1)cccc2;Z3370624187;77
O=C(N(CCCN)CC1CCCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3104706733;77
Clc1cc2OC(C(=O)N3C4(C(=O)OC)COC(C3)C4)=CC(=O)c2cc1;Z3092954332;78
Fc1cc2OC(C(=O)NCC(OC)C3OCCC3)=CC(=O)c2cc1;Z3856981315;78
O=C(Nc1cc2C(=O)C=COc2cc1)N1C2(C(=O)O)COC(C1)C2;m_272330____13770678____13974050;78
Fc1cc2OC(C(=O)N[C@H]3[C@H](O)C(C)(C)Oc4c3scc4)=CC(=O)c2cc1;Z2304894346;78
O=C(NC1(CCO)CCCCC1)c1cc2OC=CC(=O)c2cc1;Z1997339789;78
Fc1cc2OC(C(=O)N3[C@H](C)[C@H](N(CCO)C)CC3)=CC(=O)c2cc1;Z3587475448;78
Brc1cc2OC(C(=O)NCC3C(C)(C)C(OC)C3)=CC(=O)c2cc1;Z3988886953;78
O=C(CC)N1CC2(N(C(=O)C=3Oc4c(C(=O)C=3)cccc4)CCC2)CC1;m_275592____15865694____13186874____14129018;78
O=C(Nc1c(N2CCC(CO)CC2)cccc1)c1cc2OC=CC(=O)c2cc1;Z1997133659;78
Clc1cc2OC(C(=O)N3CC4C5N(CC4C3)CCCC5)=CC(=O)c2cc1;Z2372210402;79
Fc1cc2OC(C(=O)NC3CC4(OC)CC(C3)CCC4)=CC(=O)c2cc1;Z3742789920;79
Clc1cc2C(=O)C=C(C(=O)NC34CC(CN)(OC3)CC4)Oc2cc1;Z3522748556;79
Fc1cc2OC(C(=O)N[C@H]3C4([C@H](N5CCOCC5)C3)CCC4)=CC(=O)c2cc1;Z2646992350;79
O=C(N(C)C)[C@H]1O[C@@H](C2CCN(C(=O)c3cc4OC=CC(=O)c4cc3)CC2)CC1;Z3055738245;79
Clc1cc2OC(C(=O)NC[C@H]3[C@@H](C(=O)OC)C3(F)F)=CC(=O)c2cc1;Z2850194432;79
FC(F)CN(C(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)CC1CCC1;Z3990893214;79
O=C(N1CCC(c2nn(C)cc2)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992711908;79
[SH0](=O)(C)C1CC(NC(=O)C=2Oc3c(c(OC)ccc3)C(=O)C=2)CC1;Z3992775789;79
O=C(N1C2(c3oc(C)nn3)CC(C1)C2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992578613;79
O=C(N1c2c(C(CCO)CC1)cccc2)C1=C(C)C(=O)c2c(O1)cccc2;Z3585755568;79
O=C(N1CC23C(C1)(CNC2)CCCC3)C1=C(C)C(=O)c2c(O1)cccc2;Z3139577253;80
Clc1cc2OC(C(=O)NC3CN(C)C4(C3)CCC4)=CC(=O)c2cc1;Z3625431934;80
FC(F)(F)Oc1c(CC(CO)CNC(=O)c2cc3OC=CC(=O)c3cc2)cccc1;Z1997083793;80
Fc1cc2C(=O)C=C(C(=O)N3CCC(NC(=O)C4CCOCC4)CC3)Oc2cc1;Z1151455008;80
FC(F)(F)C1CC(NC(=O)COC(=O)C=2Oc3c(C(=O)C=2)ccc(F)c3)CCC1;Z2081179029;80
Fc1cc2C(=O)C=C(C(=O)N[C@H](C(=O)N3CCOCC3)CC(C)C)Oc2cc1;Z2454359565;80
O=C(NC1C(C)NCCC1C)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3865643192;80
Brc1cc2C(=O)C=C(C(=O)N3C[C@@H]4[C@H](CO)CO[C@@H]4C3)Oc2cc1;Z4026960408;80
O=C(N1c2c(OC)cc(OC)cc2CCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3085855229;80
Clc1cc2C(=O)C=C(C(=O)NC3C4(C(OCC)C3)OCCC4)Oc2cc1;Z1675995033;81
O=C(N1C(C)CCC2C1CCCC2)c1cc2OC=CC(=O)c2cc1;Z3648701483;81
Brc1cc2C(=O)C=C(C(=O)N3CC(CO)(CC)CCC3)Oc2cc1;Z2357955104;81
Fc1cc2OC(C(=O)N3C4C(=O)NCC4C(C)CC3)=CC(=O)c2cc1;Z3911141590;81
Fc1cc2C(=O)C=C(C(=O)NC34CN(CC3)CCC4)Oc2cc1;s_11____12622556____55582;81
O=C(C(C)C)N1CC2N(C(=O)C=3Oc4c(C(=O)C=3)cccc4)CC(C1)C2;m_275592____15865798____13187038____14129018;81
FC1(F)C(CC(=O)OC)(CCNC(=O)c2cc3OC=CC(=O)c3cc2)C1;Z3609808235;81
O=C(N(C)C1CN(c2ccccc2)CCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3990636655;81
O=C(N1[C@@H]2CN(CCC3CC3)[C@H](C1)C2)C=1Oc2c(C(=O)C=1)cccc2;m_275030____14113932____14122416____14147276;81
O=C(NCC1OC2(C(C)C(C)OC2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3086693267;82
Fc1cc2C(=O)C=C(C(=O)N3C4CC(=O)NCC3CCC4)Oc2cc1;Z3750091262;82
Clc1cc2C(=O)C=C(C(=O)N3c4c5c(ccc4)CCCC5CC3)Oc2cc1;Z1555755722;82
O=C(NCC1O[C@H]2[C@H](C1)CCCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3623667496;82
O=C(N[C@H]1[C@H]2O[C@H]([C@H]3[C@@H]2C3)C1)C1=C(C)C(=O)c2c(O1)cccc2;Z3087417792;82
Fc1cc2OC(C(=O)NCC3N(CCCC)CCCC3)=CC(=O)c2cc1;Z2069137967;82
Brc1cc2C(=O)C=C(C(=O)NC3(C(O)COC)CC3)Oc2cc1;Z3608955599;82
O=C(NC1C2(OCC1)CCNCC2)C=1Oc2c(C(=O)C=1)cccc2;Z3384269209;82
Clc1cc2OC(C(=O)N3[C@H]4[C@@H]5OC(C)(C)O[C@@H]5[C@@H](C3)C4)=CC(=O)c2cc1;Z4024011828;82
O=C(OCC)C12C(C)OC(CNC(=O)C3=C(C)C(=O)c4c(O3)cccc4)(C1)C2;Z3625462204;82
Clc1cc2OC(C(=O)N3CCC(C(=O)OC)(C(F)F)CC3)=CC(=O)c2cc1;Z3706733155;82
Clc1cc2OC(C(=O)NC3CN(C(=O)COC)CCC3)=CC(=O)c2cc1;Z3868277436;82
Clc1cc2OC(C(=O)N3C4(COC(CO)C3)CCC4)=CC(=O)c2cc1;Z3713254036;82
O=C(N[C@@H](CNC(=O)C1CC(=O)CC1)C)C=1Oc2c(C(=O)C=1)cccc2;m_275592____14114890____14135622____15861700;82
F[C@@H]1CN(C(=O)C=2Oc3c(C(=O)C=2)cccc3)[C@H](CNC(=O)C2CC2)C1;m_275592____15865680____13186882____14129018;82
O=C(N1CC(CN2C(=O)CCC2)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992568452;82
O=C(N(CCO)C1CSCCC1)Nc1cc2C(=O)C=COc2cc1;Z3176688779;82
O=C(NCC12OC3CC(C1)CC(C2)C3)c1cc2OC=CC(=O)c2cc1;Z3704086790;83
Clc1cc2OC(C(=O)N3[C@H](C(=O)N(C)C)C[C@@H]4OCC[C@H]34)=CC(=O)c2cc1;Z3600295605;83
O=C(N[C@H]1[C@H]2O[C@H]([C@H]3[C@@H]2C3)C1)c1cc2OC=CC(=O)c2cc1;Z2964923083;83
O=C(OC)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)C1(C)CC1;Z3092536885;83
Clc1cc2C(=O)C=C(C(=O)N3C4C(C(N)C3)COC4)Oc2cc1;Z3522538200;83
Brc1cc2C(=O)C=C(C(=O)NCC3(COC)OCCC3)Oc2cc1;Z3054684056;83
Fc1cc2OC(C(=O)Nc3ccc(OCCN4CCCCC4)cc3)=CC(=O)c2cc1;Z2073027870;83
O=C(N1[C@H]2[C@](C)(COC2)CCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3910748699;83
O=C(OC(C)(C)C)N[C@H]1[C@]2(NC(=O)C=3Oc4c(C(=O)C=3)cccc4)C[C@H](C1)CC2;Z4096816775;83
Fc1cc2OC(C(=O)N3C(CN(C)C)COC4(C3)CCCC4)=CC(=O)c2cc1;Z2648668141;83
Clc1cc2OC(C(=O)NCC(C)(C)N3CCC(OC)CC3)=CC(=O)c2cc1;Z2372932688;83
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)[C@@H]1O[C@@H](C(=O)OC)[C@H](C)C1)cc2;Z3088533173;83
FC(F)(F)C(=O)NCC1N(C(=O)c2cc3OC=CC(=O)c3cc2)CC(C)CC1;Z3712671940;83
O=C(NCCN(C(=O)C1CC(C)OC1)C)C=1Oc2c(C(=O)C=1)cccc2;m_275592____14114776____14139142____14129018;83
O=C(Nc1cc2C(=O)C=COc2cc1)C12N(C3CC3)CC(C1)C2;Z3672805461;83
O=C(N1C2CC(c3c(cccc3)C1)C2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992791356;83
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(OCC1)CC(C)(C)OC2;Z3599057312;84
O=C(NC1C(C(=O)OCc2ccccc2)C2CC1CC2)c1cc2OC=CC(=O)c2cc1;Z1994433860;84
O=C(NC1(C(=O)OC)[C@H](C)C1C)c1cc2OC=CC(=O)c2cc1;Z3614674308;84
O=C(NC12CC(C)(OC1)CC2)c1cc2OC=CC(=O)c2cc1;Z3627481182;84
O=C(NC1(C2CNCCC2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3385174843;84
FC1(F)CN(C(=O)C2=C(C)C(=O)c3c(O2)cccc3)C(CO)(C)C1;Z3627055075;84
O=C(Nc1cc2C(=O)C=COc2cc1)C1CCN(C2CSCC2)CC1;Z3059920210;84
O=C(N(CCCc1ccc(OC)cc1)C)C1=C(C)C(=O)c2c(O1)cccc2;Z3079280622;84
Brc1cc2OC(C(=O)NC3CC(CC(=O)OC)C3)=CC(=O)c2cc1;Z3987586876;84
Brc1cc2C(=O)C=C(C(=O)NC3C4(C(OC)C3)CCC4)Oc2cc1;Z2356234543;85
O=C(NCC1C2(C(OC(C)(C)C)C1)CCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3911978647;85
O=C(NC[C@]1(CO)[C@@H](c2ccccc2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z4114195900;85
O=C(N1C(C(OC(C)(C)C)=O)C2(C1)CCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3634071402;85
O=C(NCC(O)Cn1nccc1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;s_22____14189672____16808382;85
O=C(N(CC(O)COCc1ccccc1)C)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3990880659;85
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)C(OC)C1COCCC1)cc2;Z3088532433;85
O=C(N1CCN(C2CCC(C(C)C)CC2)CC1)c1cc2OC=CC(=O)c2cc1;Z1997074245;85
Fc1cc2OC(C(=O)NCC(CC)(CC)c3cc(OC)c(OC)cc3)=CC(=O)c2cc1;Z2073982884;85
O=C(N1CC2(N)CC(C1)CC2)C=1Oc2c(C(=O)C=1)cccc2;Z3831822474;85
O=C(Nc1cc2C(=O)C=COc2cc1)N1[C@]2(C)C[C@H](C1)CCC2;Z3599057873;85
Clc1cc2OC(C(=O)NC(COC)CCCC)=CC(=O)c2cc1;Z2372205832;85
O=C(N1CCC(N2c3c(cccc3)CCC2)CC1)c1cc2OC=CC(=O)c2cc1;Z1996452850;85
O=C(N1C[C@H]2OC(=O)N[C@H]2C1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z4024810773;85
O=C(NC[C@H]1[C@H](c2ccccc2)CN(C)C1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992392578;85
O=C(NCCC(C)(C)C)COC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3865416730;85
O=C(Nc1cc2C(=O)C=COc2cc1)C1CN(C(=O)CC1)C1CC1;Z3583858398;85
