SMILES of Virtual Hit Molecule;Enamine ID;Rank
Fc1cc2C(=O)C=C(C(=O)N3[C@@H]4[C@H](C5(C3)CCC5)COC4)Oc2cc1;Z3092267539;17
O=C(NC1C2CC3(OC)CC1CC(C3)C2)c1cc2OC=CC(=O)c2cc1;Z2001780106;17
Clc1cc2OC(C(=O)NCC3(C(=O)OC)OCCC3)=CC(=O)c2cc1;Z3708151466;17
Brc1cc2OC(C(=O)NC(CO)CC3OCCC3)=CC(=O)c2cc1;Z3987471174;17
Fc1cc2C(=O)C=C(C(=O)NCCC3(COC)CCCC3)Oc2cc1;Z3093211398;17
Fc1cc2OC(C(=O)N[C@H]3[C@H](O)C(C)(C)Oc4c3scc4)=CC(=O)c2cc1;Z2304894346;17
O=C(NCC1O[C@H]2[C@H](C1)CCCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3623667496;17
O=C(N[C@H]1[C@H]2O[C@H]([C@H]3[C@@H]2C3)C1)C1=C(C)C(=O)c2c(O1)cccc2;Z3087417792;17
Clc1cc2OC(C(=O)N3[C@H](C(=O)N(C)C)C[C@@H]4OCC[C@H]34)=CC(=O)c2cc1;Z3600295605;17
O=C(N[C@H]1[C@H]2O[C@H]([C@H]3[C@@H]2C3)C1)c1cc2OC=CC(=O)c2cc1;Z2964923083;17
Brc1cc2C(=O)C=C(C(=O)NC3C4(C(OC)C3)CCC4)Oc2cc1;Z2356234543;17
Fc1cc2OC(C(=O)N3CC4(C(=O)N5CCCC5)C(C3)COCC4)=CC(=O)c2cc1;Z2585764304;17
FC(F)(F)CCC(O)(CNC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)CC;Z3992739608;18
O=C(N1CC2(C(CO)C1)CCNCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3889406584;18
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(C(O)CC1)CCOCC2;Z3599058310;18
O=C(N1[C@H]2[C@H](O)CC[C@H]2CC1)c1cc2OC=CC(=O)c2cc1;Z2723095745;18
FC(F)(F)CCC(O)(CNC(=O)c1cc2OC=CC(=O)c2cc1)CC;Z2964057252;18
O=C(N1[C@H]2[C@H](O)C[C@@H](C1)C2)C1=C(C)C(=O)c2c(O1)cccc2;Z3613080393;18
O=C(N1CCC2(C(CN)CCC2)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888576763;18
Clc1cc2C(=O)C=C(C(=O)N3[C@H](CC(=O)OC)CC4(C3)CC4)Oc2cc1;Z3594536999;18
Fc1cc2OC(C(=O)N3C4(CO)CC(C3)CCC4)=CC(=O)c2cc1;Z3590163460;18
O=C(NCCC1C2CC(C1)CC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;s_22____2081372____16808382;18
O=C(OC)[C@@H]1[C@@H](NC(=O)C=2Oc3c(C(=O)C=2)cccc3)[C@H]2[C@@H]1CCC2;Z3909299281;18
Fc1cc2OC(C(=O)NC(C)C3CN(C4CCC4)CCC3)=CC(=O)c2cc1;Z2073873770;18
Brc1cc2C(=O)C=C(C(=O)N3[C@@H]4C(C)(C)[C@@H](O)[C@@H]4CC3)Oc2cc1;Z4112774287;18
O=C(NCC1C2N(C(=O)C=3Oc4c(C(=O)C=3)cccc4)C(C1)CC2)CC;m_275592____15865586____13186874____14129018;18
Fc1cc2OC(C(=O)N3CCC([C@H]4[C@H](C(=O)OC)C4)CC3)=CC(=O)c2cc1;Z3596866430;18
Brc1cc2OC(C(=O)NCC[C@H]3[C@H](O)COC3)=CC(=O)c2cc1;Z3907070040;18
O=C(N1C2CC(Cc3ccccc3)CC1CC2)c1cc2OC=CC(=O)c2cc1;Z2090493238;18
O=C(NC1(CCO)CCCCC1)c1cc2OC=CC(=O)c2cc1;Z1997339789;18
Fc1cc2OC(C(=O)NCC3N(CCCC)CCCC3)=CC(=O)c2cc1;Z2069137967;18
Brc1cc2C(=O)C=C(C(=O)NC3(C(O)COC)CC3)Oc2cc1;Z3608955599;18
O=C(NC1C2(OCC1)CCNCC2)C=1Oc2c(C(=O)C=1)cccc2;Z3384269209;18
O=C(OC)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)C1(C)CC1;Z3092536885;18
O=C(N1CCC(O)(Cc2ncccc2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3203278881;18
Clc1cc2OC(C(=O)NC34COC(C3)CC4)=CC(=O)c2cc1;Z3647341405;18
Fc1cc2C(=O)C=C(C(=O)NC[C@@]34C(F)(F)[C@@H]3CCCO4)Oc2cc1;Z2675300234;18
O=C(N1CC(O)(Cc2onc(C(C)C)n2)CCC1)c1c2OC(c3ccccc3)=C(C)C(=O)c2ccc1;Z2653912141;19
O=C(OC)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)C1c2c(cccc2)CC1;Z3612302150;19
FC(F)(F)C(NC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)CC1NCCCC1;Z3889056007;19
Fc1cc2C(=O)C=C(C(=O)N(CCCC)[C@H]3[C@H](OC)CCCC3)Oc2cc1;Z2325379227;19
Clc1cc2C(=O)C=C(C(=O)N3C(COC)(C4CC4)CCC3)Oc2cc1;Z1967607962;19
Fc1cc2C(=O)C=C(C(=O)N3C4(CC(C(=O)OC)C3)CCOCC4)Oc2cc1;Z3762702238;19
O=C(NC1C2(C(OC)C1C)CCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3990945526;19
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2C(C1)CCC(N(C)C)C2;Z3176691424;19
Brc1cc2C(=O)C=C(C(=O)N3[C@H](CO)C[C@H]4[C@@H]3CCC4)Oc2cc1;Z3588358716;19
Brc1cc2OC(C(=O)N3[C@@H]4[C@H](COC)C[C@H]3CC4)=CC(=O)c2cc1;Z3988844407;19
O=C(N1CCC(O)(Cc2c(C)cccc2)CC1)c1cc2OC=CC(=O)c2cc1;Z3601821599;19
Fc1cc2C(=O)C=C(C(=O)N3C(C(C(=O)OC)(C)C)CCC3)Oc2cc1;Z3762680854;19
O=C(NCC(CO)CC1CCOCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3198318907;19
O=C(NC1CC2(CN(C(=O)C=3Oc4c(C(=O)C=3)cccc4)CCC2)C1)C;m_275592____15865562____13186878____14129018;19
O=C(NC(CO)(Cc1c(OC)cccc1)C)C1=C(C)C(=O)c2c(O1)cccc2;Z3203758117;19
Clc1cc2C(=O)C=C(C(=O)OC3CC4(C(=O)NC3)CCOCC4)Oc2cc1;Z2875478597;19
O=C(NCC1(OC(C)C)COCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992717705;19
O=C(NC1C2(C(OC)C1C)CCC2)c1cc2OC=CC(=O)c2cc1;Z1994508914;19
FC1(F)CN(C(=O)c2cc3OC=CC(=O)c3cc2)C(C(=O)OC)(C)C1;Z3627631999;19
